Código;Control Group;Treated Group;Intervention Target;Control Freezing %;Treated Freezing %;Control SEM;Treated SEM;Control Sample Size;Treated Sample Size;Control SD;Treated SD;Significant;p Value;Pooled SD;Effect Size (in Cohen's D);Effect Size (in %);Result Description;Descriptor Term;Graph Code;Protocol Code;Power (upper-bound ES);Power (intermediate);Power (lower-bound ES);Normalized Effect Size;Weighted Mean (Control+Treated);Pooled Coefficient of Variation;Contextual Baseline Freezing (Control);Contextual Baseline Freezing  (Treated);Contextual Baseline SEM (Control);Contextual Baseline SEM (Treated);Tone Baseline (Control);Tone Baseline (Treated);Tone Baseline SEM (Control);Tone Baseline SEM (Treated);Description Score;ES_Absolute Difference;Power_upper_AbsES;Power_lower_AbsES;Power_interm_AbsES;Power_d02;Power_d05;Power_d08
146;WT;KO;k.o. Doublecortin;27,21;20,41;2,88;2,88;;;;;FALSCH;NS;;;-24,9908122;exhibited similar enhanced freezing to the context;similar freezing;75;98;;;;24,9908122;;;;;;;;;;;0;-6,8;;;;;;
147;WT;KO;k.o. Doublecortin;15,74;13,59;4;3,15;;;;;FALSCH;NS;;;-13,65946633;exhibited the same amount of freezing;same freezing;75;99;;;;13,65946633;;;;;;;;;;;0;-2,15;;;;;;
148;WT;KO;k.o. Doublecortin;21,32;19,16;3,36;1,46;;;;;FALSCH;NS;;;-10,13133208;exhibited the same amount of freezing;same freezing;75;100;;;;10,13133208;;;;;;;;;;;0;-2,16;;;;;;
149;WT;APP;APP transgenic;38,71;16,46;5,08;5,08;12;12;17,5976362;17,5976362;WAHR;p<0.01;17,5976362;-1,264374359;-57,47868768;APP-GFP mice were significantly impaired on this task;Significantly impaired;76;101;0,691380644;0,518407865;0,356521062;57,47868768;27,585;0,637942222;;;;;;;;;1,07;-22,25;0,893046981;0,52274665;0,661841258;0,077917485;0,231827529;0,499895874
150;WT;APP;APP transgenic;63,92;59,68;4,83;4,84;12;12;16,7316108;16,76625182;FALSCH;NS;16,74894026;-0,253150345;-6,633291615;none of the groups was significantly different;no significant difference;76;102;0,989485418;0,935788175;0,788572994;6,633291615;61,8;0,271018451;;;;;;;;;0,64;-4,24;0,920017621;0,563251794;0,704695731;0,077917485;0,231827529;0,499895874
151;Veh;THIP;δGABAa receptor–preferring agonist;56,39;41,24;5,13;4,46;;;;;WAHR;p<0.05;;;-26,86646569;showed reduced freezing scores relative to vehicle-treated controls;reduced;77;103;;;;26,86646569;;;4,88;1,5;0;0;25,54;24,78;2,81;3,19;0,57;-15,15;;;;;;
152;Veh;THIP;δGABAa receptor–preferring agonist;71,97;70,11;4,48;3,2;;;;;FALSCH;NS;;;-2,584410171;THIP did not impair auditory-cued fear memory;not impaired;77;104;;;;2,584410171;;;4,88;1,5;0;0;25,54;24,78;2,81;3,19;0,29;-1,86;;;;;;
153;Cond Veh;Cond WIN 10nmol/h;mothers changed behavior due to canabinoid agonist;37,28;62,43;7,91;5,93;8;8;22,37285856;16,77257285;FALSCH;?;19,7720004;1,272000783;67,46244635;presented increased duration of freezing behavior compared to the vehicle-treated conditioned group;increased;78;105;0,821952556;0,65214908;0,462415028;40,28511933;49,855;0,396590119;;;;;;;;;0,71;25,15;0,643412037;0,310869714;0,408277984;0,068522551;0,170075046;0,359622486
154;WT;TgNTRK3;Overexpressed NTRK3 gene;55,04;73,02;5,5;4,4;22;19;25,79728668;19,17915535;WAHR;p=0.014;22,98082813;0,7823913;32,66715116;showed a significantly higher freezing time;significantly higher;79;106;0,996223729;0,965406466;0,850134574;24,62339085;63,37219512;0,362632667;;;;;;;;;0,79;17,98;0,891969446;0,521285687;0,660258604;0,097870135;0,358313388;0,723887591
155;WT;TgNTRK3;Overexpressed NTRK3 gene;39,44;64;7,44;7,07;19;21;32,43020814;32,39881016;WAHR;p=0.023;32,41368668;0,757704615;62,27180527;also showed higher freezing time;higher;79;107;0,812402736;0,641224495;0,453168337;38,375;52,334;0,619361919;;;;;;;;;0,79;24,56;0,611073158;0,29218892;0,383865268;0,096815733;0,351875513;0,714542531
156;WT+GCV;GFAP-TK+GCV;GCV-dependent neurogenesis ablation;39,31;43,21;14,48;6,66;7;10;38,31047898;21,06076922;FALSCH;NS;29,20977097;0,133516966;9,921139659;Ablation of adult neurogenesis did not significantly affect cue conditioning;not significantly affect;80;109;0,278147896;0,200826606;0,143791758;9,025688498;41,60411765;0,702088462;;;;;;;;;0,21;3,9;0,359063356;0,171713108;0,220463438;0,06907288;0,173703395;0,368376937
157;Saline;LPS;neonatal inflamation;48,81;55,21;10,51;10,9;10;10;33,23553821;34,4688265;FALSCH;NS;33,85779822;0,189025877;13,1120672;Neither (...) contextual memory (...) was affected by neonatal LPS;not affected;83;110;0,383966001;0,273883996;0,189848367;11,59210288;52,01;0,650986314;;;;;;;;;0,21;6,4;0,330105084;0,159697441;0,203725964;0,073209713;0,200955551;0,432157628
158;CTL;SS;social stress in adolescent;93,6;83,08;1,5;4,13;12;12;5,196152423;14,30673967;WAHR;p=0.025;10,76296428;-0,977425896;-11,23931624;the SS rats froze less than did CTL rats;less freezing;84;111;1;0,999999999;0,999992633;11,23931624;88,34;0,121835683;11,11;11,11;3,12;2,78;;;;;0,43;-10,52;0,999474987;0,909510018;0,97302194;0,077917485;0,231827529;0,499895874
159;CTL;SS;social stress in adolescent;62,03;65,41;7,14;9,39;12;12;24,73368553;32,52791417;FALSCH;NS;28,89481268;0,116976014;5,448976302;There was no effect of adolescent social instability stress on memory (..) for cue.;no effect;84;112;0,716111775;0,541615153;0,373895334;5,167405595;63,72;0,453465359;11,11;11,11;3,12;2,78;;;;;0,21;3,38;0,496317821;0,232919341;0,304636342;0,077917485;0,231827529;0,499895874
160;CTL;SS;social stress in adolescent;90,01;88,41;4,13;4,13;12;12;14,30673967;14,30673967;FALSCH;NS;14,30673967;-0,111835403;-1,777580269;the SS rats (...) did not differ from CTL rats;did not differ;84;113;0,999999806;0,99992079;0,995234443;1,777580269;89,21;0,160371479;16,67;20,49;4,86;4,17;;;;;0,14;-1,6;0,976127495;0,698787022;0,83256328;0,077917485;0,231827529;0,499895874
161;CTL;SS;social stress in adolescent;74,56;81,99;7,14;6,39;12;12;24,73368553;22,13560932;FALSCH;NS;23,47062419;0,316565931;9,965128755;There was no effect of adolescent social instability stress on memory (..) for cue.;no effect;84;114;0,974185821;0,889851162;0,714890228;9,062080742;78,275;0,299848281;16,67;20,49;4,86;4,17;;;;;0,21;7,43;0,670563975;0,327432614;0,429678086;0,077917485;0,231827529;0,499895874
162;CTL;SS;social stress in adulthood;91,31;95,48;2,77;2,08;12;12;9,595561474;7,205331359;FALSCH;NS;8,485033883;0,491453547;4,566860147;found no significant difference between SS and CTL rats in either the Immediate;no significant difference;85;111;1;1;1;4,367406787;93,395;0,090851051;22,22;21,15;5,02;5,02;;;;;0,64;4,17;0,999998584;0,986894148;0,998514638;0,077917485;0,231827529;0,499895874
163;CTL;SS;social stress in adulthood;77,08;72,22;7,29;9,37;12;12;25,25330077;32,45863213;FALSCH;NS;29,07999312;-0,167125211;-6,305137519;found no significant difference between SS and CTL rats in either the Immediate;no significant difference;85;112;0,842296135;0,676262269;0,483289841;6,305137519;74,65;0,389551147;22,22;21,15;5,02;5,02;;;;;0,64;-4,86;0,491365427;0,230557937;0,301428814;0,077917485;0,231827529;0,499895874
164;CTL;SS;social stress in adulthood;97,56;86,8;1,38;6,59;12;12;4,780460229;22,82842964;FALSCH;NS;16,49227092;-0,652426828;-11,02911029;found no significant difference between SS and CTL rats in either the Immediate;no significant difference;85;113;0,999998378;0,999703335;0,989839509;11,02911029;92,18;0,178913766;29,75;24,37;7,17;6,45;;;;;0,64;-10,76;0,927519337;0,576203915;0,717972022;0,077917485;0,231827529;0,499895874
165;CTL;SS;social stress in adulthood;91,66;84,02;4,16;5,2;12;12;14,41066272;18,0133284;FALSCH;NS;16,31176263;-0,468373662;-8,335151647;found no significant difference between SS and CTL rats in either the Immediate;no significant difference;85;114;0,999992319;0,999223226;0,982398454;8,335151647;87,84;0,185698573;29,75;24,37;7,17;6,45;;;;;0,64;-7,64;0,932592447;0,585507041;0,727376885;0,077917485;0,231827529;0,499895874
166;WT;AQP4 KO;k.o. para aquaporina 4;51;29,4;4,7;4,7;15;12;18,20302173;16,28127759;WAHR;p<0.01;17,38364749;-1,242547055;-42,35294118;KO mice showed markedly decreased freezing behavior compared to that of WT mice;markedly decreased;86;115;0,932937497;0,805165615;0,609390691;42,35294118;41,4;0,419894867;;;;;;;;;1,79;-21,6;0,927539194;0,576239421;0,718008126;0,081066969;0,252332539;0,542089323
167;il1rapl1+/y;il1rapl1-/y;deletion of il1rapl1;47;29;5;5;24;19;24,49489743;21,79449472;WAHR;p<0.01;23,34784682;-0,770949036;-38,29787234;il1rapl1 -/y mice exhibited a lower fear response than their WT littermates;lower;87;116;0,849099242;0,684609094;0,490675033;38,29787234;39,04651163;0,597949621;8,54;2,09;0;0;11,12;3,22;0;0;0,5;-18;0,894239365;0,524375409;0,663602701;0,099833833;0,370215013;0,740609756
168;il1rapl1+/y;il1rapl1-/y;deletion of il1rapl1;75;73;5;5;12;12;17,32050808;17,32050808;FALSCH;NS;17,32050808;-0,115470054;-2,666666667;il1rapl1 KO mice did not exhibit any deficit (..) during the recall test;no deficit;87;117;0,998023886;0,976642436;0,879647615;2,666666667;74;0,23406092;;;;;16,63;7,04;4;3,36;0,21;-2;0,902191804;0,535581489;0,675635872;0,077917485;0,231827529;0,499895874
169;Veh (20% hydroxyl-propyl betacyclodextrin (HPBCD) in sterile water);DPFE 0.1mg/kg;mGlu5 positive allosteric modulators;22,45;34,03;4,56;5,26;;;;;FALSCH;NS;;;51,58129176;pretreatment with DPFE (0.1–0.56 mg/kg i.p.) produced dose-related enhancement in the acquisition of contextual fear conditioning, significant at the 0.56 mg/kg dose;enhancement;88;118;;;;34,02879812;;;;;;;;;;;1,14;11,58;;;;;;
170;Veh (20% hydroxyl-propyl betacyclodextrin (HPBCD) in sterile water);DPFE 0.3mg/kg;mGlu5 positive allosteric modulators;22,45;44,21;4,56;8,07;;;;;FALSCH;NS;;;96,92650334;pretreatment with DPFE (0.1–0.56 mg/kg i.p.) produced dose-related enhancement in the acquisition of contextual fear conditioning, significant at the 0.56 mg/kg dose;enhancement;88;118;;;;49,21963357;;;;;;;;;;;1,14;21,76;;;;;;
171;Veh (20% hydroxyl-propyl betacyclodextrin (HPBCD) in sterile water);DPFE 0.56mg/kg;mGlu5 positive allosteric modulators;22,45;56,49;4,56;8,77;;;;;WAHR;p<0.01;;;151,6258352;pretreatment with DPFE (0.1–0.56 mg/kg i.p.) produced dose-related enhancement in the acquisition of contextual fear conditioning, significant at the 0.56 mg/kg dose;significant enhancement;88;118;;;;60,25845282;;;;;;;;;;;1,21;34,04;;;;;;
172;SHAM;OBX veh;olfactory bulbs removed;87,43;42,14;2,35;5,23;;;;;WAHR;p<0.001;;;-51,80144115;vehicle-treated OBX mice were markedly decreased compared with those of the footshocked sham;markedly decreased;89;119;;;;51,80144115;;;;;;;;;;;1,79;-45,29;;;;;;
173;SHAM;OBX veh;olfactory bulbs removed;75,39;30,1;5,49;9,68;;;;;WAHR;p<0.001;;;-60,07428041;vehicle-treated OBX mice were markedly decreased compared with those of the footshocked sham;markedly decreased;89;120;;;;60,07428041;;;;;;;;;;;1,79;-45,29;;;;;;
174;WT;mGlu4 -/-;k.o. para mGlu4;26,75;15,39;7,2;3,6;10;10;22,76839915;11,38419958;FALSCH;NS;18;-0,631111111;-42,46728972;essa comparação não é mencionada no texto;-;90;121;0,329138726;0,235597181;0,165586649;42,46728972;21,07;0,854295206;;;;;;;;;;-11,36;0,815534872;0,436553356;0,564297002;0,073209713;0,200955551;0,432157628
175;WT;mGlu8 -/-;k.o. para mGlu8;26,75;8,67;7,2;2,31;10;8;22,76839915;6,533666658;FALSCH;p=0.061;17,61466293;-1,026417597;-67,58878505;showed trends towards less freezing;trends of less freezing;90;121;0,309390129;0,222044957;0,157068524;67,58878505;18,71444444;0,941233547;;;;;;;;;1,86;-18,08;0,786390147;0,410808397;0,533594644;0,070603127;0,183790852;0,392399678
176;WT;mGlu4/8 -/-;k.o. para mGlu4 e mGlu8;26,75;6,59;7,2;2,32;10;6;22,76839915;5,682816203;FALSCH;p=0.052;18,56854483;-1,085707048;-75,36448598;showed trends towards less freezing;trends of less freezing;90;121;0,246824883;0,179790334;0,130687866;75,36448598;19,19;0,967615676;;;;;;;;;1,86;-20,16;0,669937214;0,327040291;0,429173921;0,067354096;0,162372117;0,340845124
177;WT;mGlu4 -/-;k.o. para mGlu4;29,71;34,06;4,37;6,69;13;8;15,75625907;18,92217746;FALSCH;NS;16,99141889;0,25601158;14,64153484;essa comparação não é mencionada no texto;-;90;122;0,530495517;0,382551009;0,26088988;12,77157957;31,36714286;0,541694823;;;;;;;;;;4,35;0,853988859;0,475265196;0,609135833;0,072986039;0,199484036;0,428806236
178;WT;mGlu8 -/-;k.o. para mGlu8;29,71;28,11;4,37;2,83;13;8;15,75625907;8,004448763;FALSCH;NS;13,43133571;-0,119124414;-5,385392124;essa comparação não é mencionada no texto;-;90;122;0,613026379;0,449427114;0,306803909;5,385392124;29,10047619;0,461550375;;;;;;;;;;-1,6;0,968022148;0,670341064;0,807841331;0,072986039;0,199484036;0,428806236
179;WT;mGlu4/8 -/-;k.o. para mGlu4 e mGlu8;29,71;10,06;4,37;2,57;13;9;15,75625907;7,71;WAHR;p=0.011;13,1428102;-1,495114036;-66,13934702;showed less freezing (..) than wild-type;less freezing;90;122;0,662697155;0,492417803;0,337470164;66,13934702;21,67136364;0,60645977;;;;;;;;;0,43;-19,65;0,981122846;0,719902047;0,850131942;0,074705451;0,21078657;0,454266036
180;WT;mGlu4 -/-;k.o. para mGlu4;38,27;26,91;8,14;8,64;10;10;25,74094015;27,32207898;FALSCH;NS;26,5432854;-0,427980178;-29,68382545;there was no effect of genotype on cued freezing in female or male mice;no effect;90;123;0,312993676;0,224509327;0,158615099;29,68382545;32,59;0,814461043;;;;;;;;;0,21;-11,36;0,491452608;0,230599388;0,301485149;0,073209713;0,200955551;0,432157628
181;WT;mGlu8 -/-;k.o. para mGlu8;38,27;15,8;8,14;2,96;10;8;25,74094015;8,372144289;FALSCH;NS;20,08421893;-1,11878884;-58,7143977;there was no effect of genotype on cued freezing in female or male mice;no effect;90;123;0,449877037;0,321455565;0,220494238;58,7143977;28,28333333;0,710107917;;;;;;;;;0,21;-22,47;0,675570967;0,33058472;0,433723888;0,070603127;0,183790852;0,392399678
182;WT;mGlu4/8 -/-;k.o. para mGlu4 e mGlu8;38,27;27,4;8,14;7,4;10;6;25,74094015;18,1262241;FALSCH;NS;23,30874146;-0,466348645;-28,40344918;there was no effect of genotype on cued freezing in female or male mice;no effect;90;123;0,305862565;0,219636107;0,155557767;28,40344918;34,19375;0,681666722;;;;;;;;;0,21;-10,87;0,48079591;0,225563096;0,294632559;0,067354096;0,162372117;0,340845124
183;WT;mGlu4 -/-;k.o. para mGlu4;39,25;37,77;7,65;10,86;13;8;27,58246726;30,71671857;FALSCH;NS;28,77693484;-0,051430078;-3,770700637;there was no effect of genotype on cued freezing in female or male mice;no effect;90;124;0,283276771;0,204292646;0,145956042;3,770700637;38,68619048;0,743855481;;;;;;;;;0,21;-1,48;0,428456028;0,201651476;0,261888838;0,072986039;0,199484036;0,428806236
184;WT;mGlu8 -/-;k.o. para mGlu8;39,25;42,46;7,65;9,38;13;8;27,58246726;26,53064643;FALSCH;NS;27,19968692;0,118016064;8,178343949;there was no effect of genotype on cued freezing in female or male mice;no effect;90;124;0,354357875;0,253079776;0,176626282;7,560056524;40,47285714;0,67204761;;;;;;;;;0,21;3,21;0,469230771;0,220165294;0,287270538;0,072986039;0,199484036;0,428806236
185;WT;mGlu4/8 -/-;k.o. para mGlu4 e mGlu8;39,25;35,8;7,65;7,9;13;9;27,58246726;23,7;FALSCH;NS;26,09887929;-0,132189584;-8,789808917;there was no effect of genotype on cued freezing in female or male mice;no effect;90;124;0,353378122;0,252396664;0,176193756;8,789808917;37,83863636;0,689741539;;;;;;;;;0,21;-3,45;0,529216461;0,248970901;0,326341872;0,074705451;0,21078657;0,454266036
186;Veh (saline);OXY-BLA;synthetic oxytocin;75,74;92,76;3,83;2,55;14;9;14,33054779;7,65;WAHR;p<0.05;12,22394177;1,392349565;22,47161341;drug-treated groups were significantly different from the vehicle-treated group and expressed high freezing levels;significantly different;91;125;1;0,99999836;0,999493114;18,34842605;82,4;0,148348808;;;;;;;;;0,86;17,02;0,992774555;0,792320671;0,904972172;0,075458745;0,215730707;0,465196835
187;Veh (saline);WAY-BLA;selective non-peptide oxytocin agonist;75,74;83,82;3,83;6,8;14;8;14,33054779;19,23330445;WAHR;P<0.05;16,2160103;0,498272994;10,66807499;drug-treated groups were significantly different from the vehicle-treated group and expressed high freezing levels;significantly different;91;125;0,999616012;0,991392453;0,931256611;9,639704128;78,67818182;0,206105555;;;;;;;;;0,86;8,08;0,892819042;0,522436745;0,66150575;0,073636855;0,20376473;0,43852525
188;Veh (saline);TGOT-BLA;selective oxytocin receptor agonist;75,74;85,1;3,83;4,25;14;9;14,33054779;12,75;WAHR;P<0.05;13,74987411;0,680733505;12,35806707;drug-treated groups were significantly different from the vehicle-treated group and expressed high freezing levels;significantly different;91;125;0,999998364;0,999701771;0,989808905;10,99882491;79,4026087;0,173166529;;;;;;;;;0,86;9,36;0,974820792;0,693784308;0,828301982;0,075458745;0,215730707;0,465196835
189;Veh (saline);OXY-CEA;synthetic oxytocin;75,32;85,37;4,44;6,52;11;7;14,72581407;17,25029855;FALSCH;NS;15,72007634;0,639309873;13,34306957;essa comparação não é mencionada no texto;-;92;125;0,999231156;0,986849394;0,912766483;11,77228535;79,22833333;0,198414831;;;;;;;;;;10,05;0,85711481;0,478711918;0,613048312;0,069822416;0,178644856;0,380203704
190;Veh (saline);WAY-CEA;selective non-peptide oxytocin agonist;75,32;40,83;4,44;6,82;11;9;14,72581407;20,46;WAHR;P<0.001;17,50775828;-1,969983789;-45,79129049;WAY and TGOT-treated groups were significantly different from the vehicle;significantly different;92;125;0,992011698;0,945590605;0,807159262;45,79129049;59,7995;0,292774326;;;;;;;;;0,86;-34,49;0,832505669;0,452869434;0,58339369;0,072974857;0,19941046;0,42863838
191;Veh (saline);TGOT-CEA;selective oxytocin receptor agonist;75,32;55,03;4,44;10,38;11;9;14,72581407;31,14;WAHR;P<0.001;23,48296404;-0,864030621;-26,93839618;WAY and TGOT-treated groups were significantly different from the vehicle;significantly different;92;125;0,902797769;0,757038079;0,558866315;26,93839618;66,1895;0,354783826;;;;;;;;;0,86;-20,29;0,58711499;0,27898814;0,366444763;0,072974857;0,19941046;0,42863838
195;NS-GFP;STR-GFP;immobilization stress;71,19;34,43;6,29;6,62;9;7;18,87;17,51487368;WAHR;p<0,05;18,30152218;-2,008576097;-51,6364658;STR-GFP group showed lower levels of conditional freezing than rats in the NS-GFP;lower;93;126;0,941044905;0,819561879;0,625575895;51,6364658;55,1075;0,332105833;3,05;3,05;0;0;35,34;28,17;8,5;7,7;0,5;-36,76;0,703630425;0,348878808;0,457030285;0,06823031;0,168148321;0,35494991
196;NS-GFP;STR-GFP;immobilization stress;81,04;45,36;4,96;11,58;9;7;14,88;30,63780018;WAHR;p<0,05;22,99590647;-1,551580498;-44,02764067;STR-GFP group showed lower levels of conditional freezing than rats in the NS-GFP;lower;93;127;0,891083209;0,740053911;0,542137077;44,02764067;65,43;0,351458146;3,05;3,05;0;0;35,34;28,17;8,5;7,7;0,5;-35,68;0,510237917;0,239631654;0,313733953;0,06823031;0,168148321;0,35494991
197;NS-GFP;STR-GFP;immobilization stress;86,97;44,98;8,17;20,58;4;4;16,34;41,16;WAHR;p<0,05;31,31406393;-1,34093103;-48,28101644;essa comparação não é mencionada no texto;-;94;128;0,43379554;0,30967284;0,212844887;48,28101644;65,975;0,4746353;5,27;1,48;0;0;45,72;28,99;9,02;11,1;;-41,99;0,179936167;0,100320281;0,120453892;0,059214026;0,108954618;0,204663631
198;Tone;Tone/shock/light;optogenetic activation of BLA neurons;45,07;11,51;8,07;3,35;7;8;21,35121308;9,475230868;WAHR;p=0.001;16,08560226;-2,086337798;-74,46194808;displayed significantly less freezing in response to CS presentation compared with mice receiving sham stimulation;significantly less;95;129;0,695474533;0,522195756;0,359332654;74,46194808;27,17133333;0,592006364;;;;;;;;;0,79;-33,56;0,789294026;0,413260363;0,536548237;0,067276248;0,161858992;0,339585243
199;regular diet;intermittent fasting;redução do consumo energético/jejum;49,46;63,12;9,28;9,5;;;;;WAHR;p<0.05;;;27,6182774;also had increased context-related freezing behavior;increased;96;130;;;;21,64131812;;;;;;;;;;;0,71;13,66;;;;;;
200;regular diet;high fat diet;aumento do consumo de gordura;49,46;60,43;9,28;5,08;;;;;FALSCH;p>0.05;;;22,17953902;High fat feeding did not affect the performance;did not affect;96;130;;;;18,15323515;;;;;;;;;;;0,21;10,97;;;;;;
201;regular diet;intermittent fasting;redução do consumo energético/jejum;23,45;34,68;15,68;15,02;;;;;FALSCH;p>0.05;;;47,8891258;essa comparação não é mencionada no texto;-;96;131;;;;32,38177624;;;;;;;;;;;;11,23;;;;;;
202;regular diet;high fat diet;aumento do consumo de gordura;23,45;22,7;15,68;3,97;;;;;FALSCH;p>0.05;;;-3,198294243;High fat feeding did not affect the performance;did not affect;96;131;;;;3,198294243;;;;;;;;;;;0,21;-0,75;;;;;;
203;NT 6months;A line 6 months;VCPA232E overexpressing;39,93;33,87;2,88;3,68;12;12;9,976612652;12,74789394;FALSCH;p>0.05;11,44643176;-0,52942263;-15,17655898;essa comparação não é mencionada no texto;-;97;132;0,973856508;0,889011331;0,713690172;15,17655898;36,9;0,310201403;;;;;;;;;;-6,06;0,998482064;0,87303132;0,954970494;0,077917485;0,231827529;0,499895874
204;NT 6months;B line 6 months;VCPA232E overexpressing (higher expressing);39,93;27,98;2,88;3,04;12;11;9,976612652;10,08253936;WAHR;p<0.05;10,0271935;-1,191759189;-29,9273729;only the higher-expressing B line showed impairments at 6 and 12 months of age;impairments;97;132;0,99168963;0,944277747;0,804586925;29,9273729;34,21478261;0,293066118;;;;;;;;;0,93;-11,95;0,999798012;0,933440658;0,983026743;0,076687438;0,22378312;0,482726232
205;NT 12months;A line 12months;VCPA232E overexpressing;39,24;32,06;2,24;2,72;12;10;7,759587618;8,601395236;FALSCH;p>0.05;8,149169283;-0,881071401;-18,29765545;essa comparação não é mencionada no texto;-;97;132;0,999247708;0,98702274;0,91341381;18,29765545;35,97636364;0,226514535;;;;;;;;;;-7,18;0,999998211;0,985838098;0,998332523;0,075347113;0,214998359;0,463585727
206;NT 12months;B line 12months;VCPA232E overexpressing (higher expressing);39,24;27,45;2,24;3,52;12;12;7,759587618;12,19363769;WAHR;p<0.05;10,21998043;-1,153622561;-30,04587156;only the higher-expressing B line showed impairments at 6 and 12 months of age;impairments;97;132;0,990185806;0,938400425;0,79339268;30,04587156;33,345;0,306492141;;;;;;;;;0,93;-11,79;0,999811006;0,934853766;0,983566805;0,077917485;0,231827529;0,499895874
207;Veh (saline);SR-8993;NOP-R selective agonist;35,22;25,64;8,5;4,34;8;8;24,04163056;12,27537372;WAHR;p<0.01;19,08775524;-0,501892437;-27,20045429;SR-8993 impaired cued-fear memory consolidation when injected 30 min;impaired;98;133;0,391664839;0,279347044;0,193337178;27,20045429;30,43;0,627267671;0,81;4,61;0;0;13,98;15,47;5,29;7,46;0,93;-9,58;0,67401348;0,329600773;0,432461904;0,068522551;0,170075046;0,359622486
208;Veh (saline);SR-8993;NOP-R selective agonist;39,92;21,19;6,83;4,8;;;;;WAHR;p<0.05;;;-46,91883768;SR-8993 dosing immediately after fear conditioning caused impaired cued-fear memory consolidation;impaired;98;134;;;;46,91883768;;;0,49;1,68;0;0;5,74;7,62;4,26;3,56;0,93;-18,73;;;;;;
209;Veh (saline);SR-8993;NOP-R selective agonist;33,6;22,72;4;4,16;6;6;9,797958971;10,18987733;WAHR;p<0.05;9,995839134;-1,088452891;-32,38095238;also impaired cued-fear memory consolidation;impaired;99;134;0,7573604;0,582251104;0,405238518;32,38095238;28,16;0,354965878;0,18;0,18;0;0;3,92;3,92;0;0;0,93;-10,88;0,978676152;0,709126163;0,841250849;0,063856988;0,1393477;0,283285026
210;CK, PEG;CK-p25, PEG;overexpression of neurofibrilary tangles;61,63;32,75;3,01;4,31;7;9;7,963711446;12,93;WAHR;p<0.001;11,07765898;-2,60704902;-46,86029531;CK-p25 mice treated with ehicle showed a 48% decrease in their learning abilities in contextual ear conditioning compared with control;decrease;100;135;0,998963698;0,984225941;0,90339521;46,86029531;45,385;0,244081943;;;;;;;;;0,57;-28,88;0,984681662;0,737481959;0,864232633;0,06823031;0,168148321;0,35494991
211;Control virus;Trial;Silencing PL mPFC;59,01;22,61;12,36;10,6;7;4;32,7014862;21,2;WAHR;p<0.05;29,37240428;-1,239258443;-61,68446026;The Control Virus group showed (...) significantly greater freezing than the Trial (...);significantly greater;102;136;0,309994195;0,222457804;0,157327545;61,68446026;45,77363636;0,641688243;;;;;;;;;1,14;-36,4;0,239482515;0,123425383;0,152926244;0,061743688;0,125479592;0,247717549
212;Control virus;Trace Interval;Silencing PL mPFC;59,01;23,67;12,36;5,3;7;6;32,7014862;12,98229564;WAHR;p<0.05;25,68873683;-1,375700185;-59,88815455;The Control Virus group showed (...) significantly greater freezing than the (...) Trace Interval;significantly greater;102;136;0,470122025;0,33646691;0,230301486;59,88815455;42,69923077;0,6016206;;;;;;;;;1,14;-35,34;0,363362714;0,173518704;0,222973584;0,064931687;0,146415875;0,301168853
213;Control virus;Trial;Silencing PL mPFC;53,52;71,47;9,15;8,09;7;4;24,2086245;16,18;FALSCH;p>0.05;21,86250519;0,8210404;33,53886398;essa comparação não é mencionada no texto;-;103;137;0,663118516;0,492792974;0,337742284;25,11543305;60,04727273;0,364088229;;;;;;;;;;17,95;0,389577946;0,184661115;0,238432141;0,061743688;0,125479592;0,247717549
214;Control virus;Trace Interval;Silencing PL mPFC;53,52;72,88;9,15;9,15;7;6;24,2086245;22,41283115;FALSCH;p>0.05;23,40943866;0,827016841;36,17339312;silencing PL during the trace interval did not interfere with the contextual association;did not interfere;103;137;0,723936584;0,549127786;0,37959828;26,56421515;62,45538462;0,374818581;;;;;;;;;0,21;19,36;0,42349824;0,199451147;0,258859494;0,064931687;0,146415875;0,301168853
215;Non-tg;TG-2576;alzheimer's disease mice (APP swedish mutations);82,09;38,85;7,77;7,43;16;16;31,08;29,72;WAHR;p<0.05;30,40760431;-1,422012716;-52,67389451;essa comparação não é mencionada no texto;-;104;138;0,936466034;0,811337942;0,616261298;52,67389451;60,47;0,502854379;;;;;;;;;;-43,24;0,571585439;0,270690698;0,355425964;0,087390985;0,292988936;0,618982436
216;Control;MgT;Magnesium-L-threonate, elevate brain magnesium;42,1;36,57;11,05;9,73;10;12;34,94316814;33,70570872;FALSCH;p=0.69;34,2680958;-0,161374593;-13,13539192;showed equivalent freezing behavior during a 5min LTM test;equivalent;105;139;0,25833831;0,187497654;0,135483071;13,13539192;39,08363636;0,87678883;;;;;;;;;0;-5,53;0,347831494;0,167023246;0,213937298;0,075347113;0,214998359;0,463585727
217;Shmt+/+;Shmt+/-;Shmt k.o.;30,24;16,69;3,87;2,41;;;;;WAHR;p=0.02;;;-44,80820106;Shmt1+/2 mice froze signiﬁcantly less compared with Shmt1+/+ mice during presentation of the tone alone;significantly less;106;140;;;;44,80820106;;;3,68;2,84;1,05;0,95;;;;;0,79;-13,55;;;;;;
